Number,Title
071095,Exkursion in Industrieunternehmen
071502,Mechanik B (Im Internet unter www.iofm.de)
071503,Mechanik B (Im Internet unter www.iofm.de)
071504,Mechanik B Tutorien (Im Internet unter www.iofm.de)
071507,Mechanik D (Im Internet unter www.iofm.de)
071508,Mechanik D (Im Internet unter www.iofm.de)
071509,Mechanik D Tutorien (Im Internet unter www.iofm.de)
071510,Methoden der Finiten Elemente II  (Simulationstechnik in der Festkörpermechanik II ) (Im Internet unter www.iofm.de)
071511,Methoden der Finiten Elemente II  (Simulationstechnik in der Festkörpermechanik II ) (Im Internet unter www.iofm.de)
071512,Methoden der Finiten Elemente II (Zusatzübung)
071514,Einführung in die Materialtheorie (Im Internet unter www.iofm.de)
071515,Einführung in die Materialtheorie (Im Internet unter www.iofm.de)
071516,Tensorrechnung (Im Internet unter www.iofm.de)
071517,Tensorrechnung (Im Internet unter www.iofm.de)
071532,Parameteridentifikation (Im Internet unter www.iofm.de)
071533,Parameteridentifikation (Im Internet unter www.iofm.de)
071534,Nichtlineare Kontinuumsmechanik (Im Internet unter www.iofm.de)
071535,Nichtlineare Kontinuumsmechanik (Im Internet unter www.iofm.de)
071536,Ausgewählte Kapitel der computerorientierten Mechanik I (Im Internet unter www.iofm.de)
071537,Ausgewählte Kapitel der computerorientierten Mechanik I (Im Internet unter www.iofm.de)
071587,Fachwissenschaftliche Projektarbeit (Teamarbeit) (Im Internet unter www.iofm.de)
071588,Bachelorarbeit (Im Internet unter www.iofm.de)
071589,Masterarbeit (Im Internet unter www.iofm.de)
071596,Projektarbeit (Im Internet unter www.iofm.de)
071597,Studienarbeit 2 (Gruppenarbeit) (Im Internet unter www.iofm.de)
071598,Seminar (Im Internet unter www.iofm.de)
072010,Spanende Fertigungstechnologie II (auch für Wirt.-Ing.)
072011,Spanende Fertigungstechnologie II  (auch für Wirt.-Ing.) (14-tägig im Wechsel mit IUL)
072014,Spanende Produktionstechnik II  (auch für Wirt.-Ing.) (Automatisierung und Rechnerunterstüzung in der spanenden Fertigung)
072015,Spanende Produktionstechnik II  (auch für Wirt.-Ing.) (Automatisierung und Rechnerunterstüzung in der spanenden Fertigung)
072018,Spanende Werkzeugmaschinen II (auch für Wirt.-Ing.) Anmeldung über EWS
072019,Spanende Werkzeugmaschinen II (auch für Wirt.-Ing.) Anmeldung über EWS
072022,Simulationstechniken in der spanenden Fertigungstechnik II (Blockveranstaltung) (auch für Wirt.-Ing.) Anmeldung über Moodle
072023,Simulationstechniken in der spanenden Fertigungstechnik II (Blockveranstaltung) (auch für Wirt.-Ing.) Anmeldung über Moodle
072046,Grundlagen der NC-Fräsbearbeitung (Außerfachliche Berufsqualifikation) (Blockveranstaltung)
072063,Machining Technology 2 (MMT)
072064,Systeme wird in 2016 ersetzt
072085,Fachlabor (Master) Anmeldung über das EWS und BOSS
072086,Projektarbeit (Master)
072087,Fachwissenschaftliche Projektarbeit (Teamarbeit)
072088,Bachelorarbeit
072089,Masterarbeit
072095,Exkursion in Industrieunternehmen
072504,Methoden zur Analyse von Prozessen und Werkzeugmaschinen
072505,Methoden zur Analyse von Prozessen und Werkzeugmaschinen
072508,Simulationstechnik in der Umformtechnik
072509,Simulationstechnik in der Umformtechnik
072510,Umformtechnik I/ Umformtechnik im Wirtschaftsingenieurwesen I
072520,"Umformtechnik II (Vertiefung der Umformmaschinen, Umformlabor)"
072521,"Umformtechnik II (Vertiefung der Umformmaschinen, Umformlabor)"
072525,Umformtechnik I/ Umformtechnik im Wirtschaftsingenieurwesen I
072532,Erweiterte Simulationstechniken in der Umformtechnik I
072533,Erweiterte Simulationstechniken in der Umformtechnik I
072544,Forming Technology II (Sheet Metal Forming)
072545,Forming Technology II (Sheet Metal Forming)
072546,Advanced Simulation Techniques in Metal Forming
072547,Advanced Simulation Techniques in Metal Forming
072550,Ringvorlesung Umformtechnik I (Blechumformung)
072580,Bachelorarbeiten (Aktuelle Themen: www.iul.tu-dortmund.de/bachelorarbeiten)
072581,Masterarbeiten (Aktuelle Themen: www.iul.tu-dortmund.de/masterarbeiten)
072585,Fachwissenschaftliche Projektarbeit (Teamarbeit)
072595,Exkursionen in Industrieunternehmen (nach Ankündigung)
073002,Werkstofftechnik II
073003,Werkstofftechnik II (Tutorien)
073010,Werkstoffe/Werkstofftechnologie I
073011,Werkstoffe/Werkstofftechnologie I
073014,Werkstoffe/Werkstofftechnologie III
073015,Werkstoffe/Werkstofftechnologie III
073020,Oberflächentechnik I
073021,Oberflächentechnik I
073085,Fachlabor (Master)
073086,Projektarbeit (Master)
073087,Fachwissenschaftliche Projektarbeit
073088,Bachelorarbeit
073089,Masterarbeit
073600,Grundlagen der Unternehmenslogistik und des Supply Chain Managements (ehem. Grundlagen der Fabrikorganisation)
073601,Grundlagen der Unternehmenslogistik und des Supply Chain Managements
073602,Fabrikplanung
073603,Fabrikplanung
073620,Angewandtes Instandhaltungsmanagement
073621,Angewandtes Instandhaltungsmanagement
075218,Modellgestützte Planung (ehem. Simulationstechnik in Produktion und Logistik II)
075219,Modellgestützte Planung
073628,Grundlagen Industrielles Projektmanagement (IPM1)
073636,Unternehmenslogistik und Supply Chain Management
073637,Unternehmenslogistik und Supply Chain Management
073666,Logistische Unternehmensentwicklung I (Grundlagen)
073680,"Logistiklabor ""Unternehmenslogistik"" (ehem. Fabrikorganisation)"
078830,Einführung in die Logistik  (BA-Studiengang Logistik)
078831,Einführung in die Logistik (BA-Studiengang Logistik)
078832,Einführung in die Logistik  (BA-Studiengang Logistik)
073687,Fachwissenschaftliche Projektarbeit
073688,Bachelorarbeit
073689,Masterarbeit
073690,Fachlabor (Master) (Wirt.-Ing.)
073695,Exkursion in Industrieunternehmen
074512,"Warehousemanagementsysteme (BLog, BInf, BStatistik)"
074513,"Warehousemanagementsysteme (BLog, BInf, BStatistik)"
074516,"Logistische Datenverarbeitung (BLog, BInf, BStatistik)"
074517,"Logistische Datenverarbeitung (BLog, BInf, BStatistik)"
074526,"Verpackungstechnik (BMb, BLog, BInf)"
074527,"Verpackungstechnik (BMb, BLog, BInf)"
074528,"Sortiersysteme (MLog, MInf)"
074529,"Sortiersysteme (MLog, MInf)"
074533,Seminar - Planspiel DoLoRes - (WiSo)
074580,Logistiklabor (Bachelor in der Logistik)
074581,Einführungsveranstaltung Fallstudie Intralogistik
074583,"Logistisches Planspiel (Dipl.Log., Dipl.Inf.)"
074584,"Logistisches Planspiel (MLog, MInf)"
074587,Fachwissenschaftliche Projektarbeit
074588,Bachelorarbeit
074589,Masterarbeit
074514,Logistiklabor am Lehrstuhl für Förder- und Lagerwesen
074595,Exkursion in Industrieunternehmen
074710,Business Engineering logistischer Systeme (Voraussetzung ist IPM-I)
074711,Business Engineering logistischer Systeme (Voraussetzung ist IPM-I)
074780,Fallstudie PPS
074783,"Logistik Planspiel ""Modellierung und Reengineering logistischer Systeme"""
074787,Fachwissenschaftliche Projektarbeit
074788,Bachelorarbeit
074789,Masterarbeit
075102,Verkehrslogistik II (BA-Studiengang Logistik)
075103,Verkehrslogistik II (BA-Studiengang Logistik)
0751xx,Fallstudie Verkehrslogistik
075110,Umschlag- und Entsorgungstechnik (BA-Studiengang Logistik)
075111,Umschlag- und Entsorgungstechnik (BA-Studiengang Logistik)
075122,"Distributionslogistik (MA-Studiengang Logistik, Maschinenbau)"
075123,"Distributionslogistik (MA-Studiengang Logistik, Maschinenbau)"
075126,"Methoden zur Optimierung des Güterverkehrs (MA-Studiengang Logistik, Maschinenbau)"
075127,"Methoden zur Optimierung des Güterverkehrs (MA-Studiengang Logistik, Maschinenbau)"
075179,Logistiklabor (BA-Studiengang Logistik)
075187,Fachwissenschaftliche Projektarbeit (BA-Studiengang Logistik)
075188,Bachelorarbeit
075189,Masterarbeit
075191,Fachwissenschaftliche Projektarbeit (MA-Studiengang Logistik)
075192,Fallstudie Verkehrslogistik (BA-Studiengang Logistik)
075193,Doktorandenseminar
075195,Exkursion in Industrieunternehmen
0751xx,Fachwissenschaftliche Projektarbeit
075202,Maschinenbauinformatik II (Studiengang: BA Maschinenbau)
075203,Maschinenbauinformatik II (14tgl. im Wechsel mit 075211)
075210,IT-Systeme in der industriellen Produktion II (QM-B)
075211,IT-Systeme in der industriellen Produktion II (QM-B) (14tgl. im Wechsel mit 075203)
075224,Materialflusssimulation (Master)
075225,Materialflusssimulation (14.tgl.) (Master)
075226,"Planung, Steuerung und Überwachung von Produktionsprozessen (Master)"
075227,"Planung, Steuerung und Überwachung von Produktionsprozessen (Master) (14tgl. im Wechsel mit 075231)"
075230,Einführung von Informationssystemen
075231,Einführung von Informationssystemen
075277,Planspiel ITPL (Master)
075278,Fallstudie Informationssystem
075279,Präsentationen der „Fallstudie Informationssysteme“ (ITT2)
075285,Fachlabor (Master)
075286,Projektarbeit (Master)
075287,Fachwissenschaftliche Projektarbeit
075288,Bachelorarbeit
075289,Masterarbeit
076524,Werkstofftechnik III
076526,Werkstoff- und Bauteilprüfung I
076527,Werkstoff- und Bauteilprüfung I
076530,MMT Fatigue Behaviour
076531,MMT Fatigue Behaviour
076587,Fachwissenschaftliche Projektarbeit
076588,Bachelorarbeit
076589,Masterarbeit
076595,Exkursion in Industrieunternehmen
077513,Maschinenelemente I (Bachelor Maschinenbau)
077514,Maschinenelemente I (Bachelor Maschinenbau)
077519,Maschinenelemente III
077520,Maschinenelemente III
077521,Maschinenelemente III (Konstruktionsprojekt)
077521,Maschinenelemente III (Konstruktionsprojekt) - Gruppensprechstunde
077522,Konstruktionssystematik und CAD I
077523,Konstruktionssystematik und CAD I
077528,Sprechstunde zur Konstruktionslehre
077530,Konstruktionslehre I
077531,Konstruktionslehre I
077534,Konstruktionslehre III
077535,Konstruktionslehre III
077540,Antriebstechnik I (Grundlagen der Antriebstechnik)
077560,"Sondergebiete der Konstruktionslehre (Schweißgerechtes-, Kunststoffgerechtes-, Kostenbewußtes Konstruieren)"
077561,"Sondergebiete der Konstruktionslehre (Schweißgerechtes-, Kunststoffgerechtes-, Kostenbewußtes Konstruieren)"
077562,Maschinenelemente I (Bachelor Logistik und Wirtschaftsingenieurwesen)
077563,Maschinenelemente I (Bachelor Logistik und Wirtschaftsingenieurwesen)
077581,Fachlabor Antriebstechnik
077585,Exkursion in Industrieunternehmen
077587,Fachwissenschaftliche Projektarbeit (Teamarbeit)
077588,Bachelorarbeit
077589,Masterarbeit
077595,Exkursion in Industrieunternehmen
075010,Konstruieren mit Kunststoffen
075011,Konstruieren mit Kunststoffen
075020,Werkzeuge in der Kunststoffverarbeitung
075021,Werkzeuge in der Kunststoffverarbeitung
075080,Fallstudie Entwicklung eines Kunststoffproduktes
075087,Fachwissenschaftliche Projektarbeit (Teamarbeit)
075088,Bachelorarbeit
075089,Masterarbeit
078812,Ergonomie II
078813,Ergonomie II
078816,Fachwissenschaftliche Projektarbeit
078818,Bachelorarbeit
078819,Masterarbeit
078852,GET racing Formula Student Team (Ort: Fraunhofer IML - Open ID Kontakt: info@get-racing.de)
0788xx,Promotions-Vorträge Maschinenbau
0788xx,Get Racing Team Maschinenbau
0788xx,Profilwahl im Bachelorstudiengang Maschinenbau
0788xx,Profilwahl im Bachelorstudiengang Wirtschaftsingenieurwesen
0752xx,Blockveranstaltung ITPL
0788xx,Begrüßungsveranstaltung Zentrale Studienberatung
0788xx,Fallstudie Verkehrslogistik
0788xx,Institut für Materialfluss und Logistik IML
0788xx,Vor-Reservierung für OT 073020/21
0788xx,Vormerkung Maschinenelemente (K+Cad)
07xxxx,Tutorien MB Log und WIng (im Wechsel)
,Einführung in die fachwissenschaftliche Projektarbeit
,Leaning Infoveranstaltung
,Promotion Hertelendy
,Promotion Hülsmann (FLW)
,Promotion Schuba (APS)
,Promotion Sprenger (LFO)
,WiMi Vollversammlung Fk Maschinenbau
080012,Theoretische Elektrotechnik
080016b,"Versuch zu Signale und Systeme B ""Programmierung logischer Schaltungen"""
080314,Theoretische Grundlagen der Informationstechnik
080315,Übung zu Theoretische Grundlagen der Informationstechnik
080024A,Einführung in die Mechatronik
080024B,Einführung in die Mechatronik
080025B,Übung zu Einführung in die Mechatronik
080038,Mikro- und Nanoelektronik
080039,Mikro- und Nanoelektronik
080042,Mechanik
080043,Übung zu Mechanik
080002 A,Schicht- und Bauelementetechnologie
080006 C,Praktikum 4: Energietechnik BENT 03 - Messen und Erzeugen hoher Wechsel- und Stoßspannungen / Hochspannungsmesstechnik
080006 D,Praktikum 4: Energietechnik BENT 04 - Werkstoffe der Hochspannungstechnik
080462,Bachelorarbeit am Lehrstuhl DS
08 0117,Auslegung und Betrieb elektrischer Maschinen
08 0118,Auslegung und Betrieb elektrischer Maschinen
080055,Blockpraktikum Simulation digitaler Schaltungen in VHDL
080100,Dezentrale Energieversorgung und ihre raumplanerischen Aspekte
080101,Dezentrale Energieversorgung und ihre raumplanerischen Aspekte
080108,Bildkommunikation
080110,Mikrosystemintegration
080111,Mikrosystemintegration
080121,Monitoring und Diagnose elektromechanischer Systeme
080122,Monitoring und Diagnose elektromechanischer Systeme
080239,Remote Sensing
080240,Remote Sensing
080279,Halbleitertechnologie I
080280,Halbleitertechnologie I
08xxxx,Medizintechnik
0920372,Planungs- und Genehmigungsrecht für die Energieinfrastruktur
,"Entwicklung, Herstellung und Analyse hochintegrierter Mikro- und Nanosysteme"
,Medizintechnik
080511,Projektgruppe am Lehrstuhl RST
080482,Masterarbeit am Lehrstuhl DS
0910201,A 01 - Soziale Innovation im Pott
0910202,A 02 - Analyse des deutschen Immobilienentwicklungsmarktes
0910203,A 03 - Integrieren – aber wo? Potenziale unterschiedlicher Stadttypen bei der Aufnahme von Geflüchteten
0910204,A 04 - Wald der Zukunft – zwischen nutzen und schützen: Eine nachhaltige  Konzeptentwicklung für die Hohe Mark im Rahmen des Projekts WALDband
0910205,A 05 - Airbnb vs. Berlin - Ist das noch eine Wohnung oder schon ein Hotel?
0910206,A 06 - Challenging the car-centered city? Radfahren in Dortmund
0910207,A 07 - Zu Fuß durch die Stadt: Geht das?
0910208,A 08 - Die Stadt als Labor der Kunst?
0910209,A 09 - Energiewende in der Stadtentwicklung
0910210,"A 10 - Komm in die Stadt, aber lass das Auto daheim: Park & Ride in Dortmund"
0910211,A11 - Umgang mit Extremwetterereignissen in der Raumplanung
0910212,A 12 - Wohnbedürfnisse und Möglichkeiten ihrer Realisierung in der Stadt Dortmund
0910213,A 13 - Digitalisierungsstrategien im stationären Einzelhandel:  Das Beispiel der Bochumer Originale
0910214,A 14 - Stadtteilentwicklungskonzept in Broich/Speldorf - Mülheim an der Ruhr
0910215,A 15 - Stadtquartiere an künstlichen Seen: Recklinghausen-Hillerheide und Dortmund-Hörde
0910216,"A 16 - Student trifft Stadt! – Ein Handlungskonzept für Studentenstädte und solche, die es werden wollen"
0910302,F 02 - Ein Schutzgebiet auf dem Prüfstand! – Eine Evaluation der Nationalparkziele des Nationalparks Eifel
0910303,F 03 - Healthy cities and urban development promoting public health – one inventory and comparison study as well as measures and strategies for the metropolis Hanoi and Ho Chi Minh City in Vietnam
0910304,"F 04 - Transforming a Polycentric Metropolitan area - Strategic Planning in Turin, Italy"
0910306,F 06 - Neue Stadtquartiere - Strategien für eine erfolgreiche Entwicklung
0910307,F 07 - Water sensitive urban design and sustainable water-management in Muscat/Oman
0910308,F 08 - Akzeptanz von restriktiven Maßnahmen für den Pkw-Verkehr
0910309,F 09 - Von wandernden Bäumen zu reiner Luft: Wie kann (temporäres) Grün die Luftqualität in Bottrop verbessern?
0910310,F 10 - Zweckentfremdung von Wohnraum – Eine Verhandlungssache?
0910311,F 11 - Flughafen Dortmund - Zukunftschancen und Entwicklungsperspektiven
091044,Städtebaulicher Entwurf I/II
091045,Fachliche Grundlagen zum Städtebaulichen Entwurf I/II
091062,Raum und Geschlecht
091062Ü,Raum und Geschlecht (Übung)
091082Ü,"Raum, Recht und Verwaltung - Übung"
091093,Empirische Analysemethoden
091093Ü,Empirische Analysemethoden - Übung
091101,Planungskartographie
091101Ü,Planungskartographie - Übung
091103,CAD in der Raumplanung
091103Ü,CAD in der Raumplanung - Übung
09111,Modul 11 Sammelanmeldung
09111a,Qualitative Interviews – von der Vorbereitung bis zur Auswertung
09111b,Mit Boden rechnen
09111c,Verkehrsmodellierung
09111d,Immobilienentwicklung auf Basis städtebaulicher Entwurfsplanungen
09111e,Entdeckung planungsrelevanter Raummuster - Eine Einführung in die multidimensionale Raumanalyse mit R und GeoDa
091132,Stadtgestaltung und Denkmalpflege II
091141,Land Policy
091141Ü,Land Policy - Übung
091151,Theorie der Raumplanung: Planungstheorie und Planungskritik
091152,Geschichte der Raumplanung
091161a,Methoden der Raumplanung: Einführung in die Fernerkundung in der Raumplanung
091161b,Methoden für das Investitionsmanagement  in der Stadtentwicklung
091162a,Verfahren und Instrumente der Raumplanung: Instrumente und Verfahren zur nachhaltigen Stadtentwicklung im Bestand
091171,Die Stadt des 21ten Jahrhunderts: Globale Perspektiven auf urbane Trends
091172,Europäische Raumplanung - Europäische Planungssysteme
091173,Umweltplanung im internationalen Kontext
091181,Standortstruktur und Regionalentwicklung
091182,Demographischer Wandel und Siedlungsstruktur
091201,Planerischer Umweltschutz
091221,Lebenszyklusorientierte Immobilienentwicklung
091221Ü,Lebenszyklusorientierte Immobilienentwicklung - Übung
09123,Modul 23 Sammelanmeldung
09123a,Aktuelle Fragen der Umweltplanung
09123b,Aktuelle Themen der Raumordnung
09123c,Bezahlbarer Wohnraum und neue Wohnformen
09123d,Wassersensible Stadt
09123e,Moderne IT-Technologien und ausgewählte aktuelle Fragen der Raumplanung
09123f,Gleichwertige Lebensverhältnisse?!
09123g,Aktuelle Themen der Verkehrs- und Mobilitätsforschung
09123h,Aktuelle Themen im Stadt- und Immobilienmanagement: Nachhaltigkeit in der Immobilienentwicklung
092412,Kolloquium Bachelor-/Masterthesis
0930121,Human Dimension in Planning
0930122,Academic Writing
093022,M-Workshop: Planning Practice
093033,Land Use Planning and Evironmental Management
093034,"Human Settlement Planning and Housing - Housing the 99%: Policy, Economy, Rights"
093035,Sustainable Land Management
093041,Programme Planning and Project Management
093061,Economic Instruments for Regional Development Planning
093062,Demography: Social Dimensions of Structural Change
09202109,M 09 - Globalisation
0920381,Planning Alternatives: Complex Perspectives and Processes
0920382,Economics of Digitalisation
0920384,The Role of Social Innovation Ecosystems in Processes of Urban Transformation
092012RUB,Resistance and Recovery: Christian Hundt’s Presentation well-received at Harvard
092012RUB-BISTUS,Bochum International Seminar on the Transformation of Urban Spaces (BISTUS II)
092012a,Advanced Urban Economics
092012d,International Insights: Canadian Planning Practices & Proccesses
092012f,Urbane Großprojekte im internationalen Kontext
11xxxx,Präsentationstechnik
11xxxx,Produktionswirtschaft
11xxxx,Industriesoziologie
11xxxx,Bilanzierung
11xxxx,Kostenrechnung und Controlling
11xxxx,Empirische Wirtschaftsforschung
11xxxx,Ökonometrie
11xxxx,Simulation künstlicher Sozialsysteme
124550,Mixed Methods auf dem Prüfstand
124239,Inter-Cultural Dialogue Through Theatre/ Interkultureller Dialog durch Theater
124504,"Hoffnung als emotionales Kapital. Merkmale, Entstehungsbedingungen, Nützlichkeit"
124505,Lebensphasen und Lebensformen
124507,Bildung und Lernen
124509,Wissen und Gesellschaft
124510,Gesundheit im Alter
124511,Neuer Termin!!! Sozialstruktur
124514,Sozialstruktur
124515,Sozialstruktur
124516,Steuerungsprozesse und -strukturen
124517,Pflege und Pflegepolitik
124518,Einführung in die Alternswissenschaft
124519,Partizipation und Engagement
124520,Lebenslagen im Alter
124521,Gesellschaftliche Institutionen im Wandel
124522,Lebensformen/Lebensphasen
124523,Soziale Netzwerke
124528,Grundlagen von Beratung
124529,ENTFÄLLT! Grundlagen von Beratung
124530,Grundlagenliteratur der Soziologie
124531,Grundlagenliteratur der Soziologie
124532,Grundlagenliteratur der Soziologie
124533,Grundlagenliteratur der Soziologie
124534,Mikrosoziologie: Individuum und Gesellschaft
124535,Einführung in die Allgemeine Soziologie
124536,Mikrosoziologie: Individuum und Gesellschaft - Individualisierung
124537,Mikrosoziologie: Individuum und Gesellschaft - Individualisierung
124538,Vertiefung qualitative/interpretative Methoden: Ethnographie
124544,Kolloquium der 38. Studiengruppe
124545,Kolloquium der 39. Studiengruppe
124560,Lebensphasen und Lebensformen
124563,Biologie und Pathologie im Alter
124564,"Flexible EU-Integration — Modelle, Chancen, Risiken"
124565,Kommunale Seniorenpolitik im demografischen Wandel am Beispiel der Stadt Dortmund
124566,Schreibwerkstatt
124567,Glück und Bedürfnisse im Alter - Theorie und Praxis der sozialen Gruppe
124568,Beratungskonzepte im Bürgerschaftlichen Engagement
124571,Grundlagenliteratur der Soziologie
124572,Grundlagenliteratur der Soziologie
124210,Schulqualität messen und modellieren:  Anwendungsbezogene Einführung in Strukturgleichungsmodelle in Mplus
124217,Wissenschaftliches Schreiben
124218,Aktuelle Studien I: Erste Einblicke in empirische Forschung im Schulkontext
124221,Datenanalyse in der Empirischen Bildungsforschung II: Mplus
124223,Wissenschaftliches Vortragen – Anwendung für Forschung und Praxis
124224,NEUER RAUM! Quantitative Methoden der Empirischen Bildungsforschung (Methoden I)
124225,TERMINÄNDERUNG! Datenanalyse in der empirischen Forschung I: SPSS
124226,NEUER RAUM! Forschungskolloquium: Empirische Bildungsforschung
124227,Forschungsansätze der Empirischen Bildungsforschung
124228,Aktuelle Arbeiten in der Empirischen Bildungsforschung (QuaFo)
124229,Aktuelle Studien II: Vertiefte Einblicke in Empirische Bildungsforschung
124230,NEUER RAUM! Projektseminar Bilinguale Bildung in Belgien
124730,Kolloquium Pädagogische Psychologie & Differentielle Psychologie
124204,Coaching und Beratung
124205,NEUER RAUM! Planung im Bildungssystem – Wie gelingt die Steuerung der Schule?
124212,Theorien zur Organisation schulischer Praxis
124213,Aktuelle Entwicklungen im deutschen Schulsystem
124220,NEUER RAUM! Lebenslanges Lernen – Didaktische Methoden in der Erwachsenenbildung
124222,NEUE ZUORDNUNG! Unterrichtsqualität und Professionalität von Lehrkräften
124231,Evaluation in Bildungseinrichtungen
124232,Schulen in heraufordernden Lagen (Ringvorlesung)
124234,NEUER RAUM! Methoden praxisorientierter Schulforschung und Evaluation
124235,Organisationsentwicklung und Organisationstheorien
124240,Moderationstraining
124299,Qualitätsmanagement und Schulentwicklungsverfahren
124338,NEUER TERMIN!! Die Grenzen der Erziehung - Bernfelds Sisyphos
124345,NEUER TERMIN! Wissenschaftsgeschichte der Erziehungswissenschaft
124387,Ringvorlesung: missing links - Leer- und Lehrstellen der Gegenwartsgesellschaft
124556,Einführung in die qualitativen Methoden der empirischen Sozialforschung
124557,Einführung in die qualitativen Methoden der empirischen Sozialforschung
124238,Das NEPS – Studie zur Erforschung von Bildungsverläufen
133149,Pädagogisch-technische Vertiefung
134027,"Disability, Gender, Heteronormativity: Soziale Ungleichheitslagen, Heterogenitätsdimensionen und Inklusion im gesellschaftlichen Diskurs"
134409,Statistische Analyse von Daten aus Förder- und Evaluationsstudien
133137,Spezialgebiete der Rehabilitationstechnologie
133950,Sozialraumanalyse
132153,Psychologische Diagnostik bei Kindern
133276,"Gesundheitskommunikation: Ansätze, Konzepte und Anwendungen"
133291,Evidenzbasierte Praxis I: Projekt 1
130063,Grundlagen einer Soziologie der Behinderung
133584,Arbeit / Wirtschaft: Teilhabe an Gesundheit und Bildung bei Beeinträchtigungen
134013,Pädagogik der Vielfalt
133131,Hilfsmittellabor
133158,Grundlagen der Rehabilitationstechnik und Inklusion und Teilhabe durch Technik und Medien
134009,"Behinderung, Inklusion, Intersektionalität"
133104,Hilfsmittelpraktikum - Umgang mit technischen Hilfen
133122,Gestaltung barrierefreier IT in der beruflichen und sozialen Rehabilitation - barrierefreies Internet
133124,Technische Hilfsmittel im Alltag (Hilfsmittelpraktikum)
132176,Trauma und Traumabewältigung
133129,Informationen für alle: Barrierefreie Videos
133162,Eye-Tracking - Welche Potenziale liegen in der Analyse von Blickbewegungen?
133163,"Barrierefreie Dokumente, Leichte Sprache und Visualisierung"
133942,Digitale Teilhabe: Neue Lernorte für Menschen mit und ohne Behinderungen
130138,Qualitätsmanagement in rehabilitationspädagogischen Arbeitsfeldern
132817,Einführung in das SGB IX
131804,"'Stimmig' 14: Chorarbeit inklusiv mit Studierenden, Jugendlichen und Erwachsenen mit Behinderung."
132679,Bewegte Anatomie
132584,Biografische Perspektiven auf Behinderung und Geschlecht in der Lebensspanne
133167,"""Smartphones als Inklusionsmotor? - Teilhabe von Menschen mit kognitiven Beeinträchtigungen an der Digitalen Gesellschaft"""
133918,Assistive Technologie für sehgeschädigte Menschen - Ein Schlüssel zu mehr Teilhabe am Beispiel ausgewählter Lebensbereiche
133919,Gesellschaftliche Teilhabe für Menschen mit Sehschädigung - Zum Stellenwert von Informations- und Kommunikationstechnologien
134411,Förderung bei Lernschwierigkeiten und Verhaltensauffälligkeiten
134467,Selbstwirksamkeit als eine der basalen Fähigkeiten des Menschen
142101,Forschungsseminar:
142102,Kolloquium: Philosophie des Geistes
142103,Forschungsseminar: Wissenschaftstheorie und Naturphilosophie
142202,Einführung in die Praktische Philosophie II
142203,Einführung in die Theoretische Philosophie I
142204,Argumentationstheorie
142205,Interpretationskurs I (Eros – Agape – Philia)
142206,Interpretationskurs II: Neuzeit
142207,Interpretationskurs II: Von Descartes bis Kant (Überblick Neuzeit)
142208,Philosophisches Schreiben: Gibt es einen Gott?
142209,Präsentieren und Diskutieren: Klassiker der Ethik
142301,Platon: Symposion und Phaidros
142302,Berkeley: Eine Abhandlung über die Prinzipien der menschlichen Erkenntnis (Klassiker Neuzeit)
142303,Humes Kritik an den Analogieschlüssen (Klassiker Neuzeit)
142304,John Stuart Mill: Über die Freiheit. (Klassiker 19. Jh.)
142305,"John Stuart Mill, Utilitarianism (Klassiker 19. Jh.)"
142306,Philosophische Anthropologie:  Mensch und Technik (Überblick 19./20. Jh.)
148101,Hegels „Enzyklopädie“
142401,Antike Weltbilder
142402,Philosophie der Wahrnehmung
142405,Theorien praktischer Rationalität
142406,"Autonomie, persönlich und politisch"
142407,Sterben – Suizid – Sterbehilfe (Seminar)
142408,Sterben – Suizid – Sterbehilfe (Workshop)
142409,"Grundbegriffe der Physik: (""Von der antiken Astronomie über die klassische Physik und die probabilistische Revolution zur Quantentheorie"")"
142410,Rechtsstaatlichkeit und rule of law
142501,Vorbereitung auf das Praxissemester
142502,Begleitseminar zum Praxissemester
142503,Überblick: Fachdidaktische Theorien
142504,Philosophieren mit Kindern und Jugendlichen
146017,Zur biblischen Theologie von Hartmut Gese - Blockseminar
148402,Demokratien und ihre Protestierende (Legitimität politischer Systeme - politikwiss. Perspektive)
148501,Sicherheitspolitik: Theorien des transnationalen Islamismus
143213,Die Rolle der Frauenbewegung für die internationale Beziehungen
154199,Kolloquium zum Berufsfeldpraktikum im Fach Englisch (LABG 2009)
154676,Kolloquium zur Masterarbeit (LABG 2009)
154703,Ringveranstaltung: Berufsfeld Sprach- und Kulturwissenschaften
,English Conversation Group
,English Reading Group
,Tutorium Fachdidaktik
154021,Kultur-/Literaturdidaktik (Sammelanmeldung)
154523,Jane Austen
154664,West of Everything: The Western in Different Media
154665,Emerson: Nature and Intellect (Blockseminar)
154669,Black Lit Matters: Contemporary African-American Fiction
160150a,Forschungskolloquium Musikpädagogik (für Promovierende) - persönliche Anmeldung erforderlich!
,ERASMUS-Kurs - Sprachübergreifende Vorbereitung auf den Auslandsaufenthalt (Romanische Sprachen)
,Lernberatung PAULLA
,Lernberatung Sprachlabor
,Lernberatung Tandem
210601-S,DGS 1
210602-S,DGS 2
,IEEM-Tag der Lehre
,Tagung Maschinenbau
013108,"Arithmetik, Funktionen und ihre Didaktik II"
013109,"Arithmetik, Funktionen und ihre Didaktik II"
013110,"Didaktik I & II: Didaktik der Zahlen, Linearen Algebra und Geometrie"
